Unnamed: 0,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,duration_trim,duration_time,tire_sizes
3780,3 minutes,16,Steuart St at Market St,25,Howard St at 2nd St,611,2,1962,Male,2,3 ,3,27
3781,1 minutes,16,Steuart St at Market St,16,Steuart St at Market St,443,2,1962,Male,2,1 ,1,26
3782,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),1586,2,1960,Male,2,3 ,3,27
3783,15 minutes,16,Steuart St at Market St,126,Esprit Park,5534,3,1982,Female,3,15 ,15,27
3784,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2260,1,1984,Male,1,11 ,11,27
3785,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,5325,2,1991,Other,2,5 ,5,26
3786,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,5288,2,1993,Male,2,14 ,14,26
3787,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,3639,3,1982,Male,3,10 ,10,27
3788,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,5520,3,1983,Male,3,6 ,6,27
3789,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1677,3,1967,Male,3,10 ,10,26
3790,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4752,2,1970,Male,2,12 ,12,26
3791,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,626,2,1959,Male,2,11 ,11,26
3792,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),3569,2,1982,Male,2,11 ,11,27
3793,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5242,2,1979,Male,2,7 ,7,27
3794,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),368,Myrtle St at Polk St,5114,1,1989,Female,1,11 ,11,27
3795,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4940,2,1988,Male,2,10 ,10,27
3796,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5529,2,1986,Male,2,12 ,12,27
3797,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5014,1,1977,Male,1,12 ,12,27
3798,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,4319,2,1988,Male,2,11 ,11,27
3799,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,2486,2,1966,Male,2,10 ,10,27
3800,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,3491,2,1984,Male,2,8 ,8,26
3801,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,4780,2,1981,Male,2,11 ,11,27
3802,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4557,1,1984,Female,1,11 ,11,27
3803,5 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5281,1,1991,Male,1,5 ,5,27
3804,14 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,5422,2,1977,Female,2,14 ,14,26
3805,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,1168,3,1978,Male,3,5 ,5,27
3806,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5356,1,1982,Female,1,10 ,10,26
3807,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5313,1,1985,Male,1,9 ,9,27
3808,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,4798,2,1991,Male,2,7 ,7,27
3809,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2672,2,1973,Male,2,8 ,8,27
3810,10 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5367,2,1990,Female,2,10 ,10,26
3811,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5182,1,1986,Male,1,9 ,9,27
3812,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2656,2,1971,Male,2,6 ,6,27
3813,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,1566,2,1996,Female,2,14 ,14,27
3814,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,2039,2,1971,Male,2,16 ,16,26
3815,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,400,3,1989,Male,3,4 ,4,26
3816,14 minutes,22,Howard St at Beale St,43,San Francisco Public Library (Grove St at Hyde St),479,2,1967,Female,2,14 ,14,27
3817,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1406,1,1978,Male,1,3 ,3,27
3818,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5577,1,1989,Male,1,5 ,5,27
3819,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,1299,2,1959,Male,2,4 ,4,27
3820,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5396,2,1990,Female,2,4 ,4,27
3821,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5489,2,1991,Male,2,8 ,8,27
3822,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,3434,1,1972,Male,1,12 ,12,27
3823,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5440,3,1989,Female,3,7 ,7,27
3824,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,5306,2,1972,Female,2,13 ,13,26
3825,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,346,3,1986,Female,3,7 ,7,27
3826,7 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4963,2,1980,Male,2,7 ,7,27
3827,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5342,1,1993,Male,1,4 ,4,27
3828,14 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,1883,3,1990,Male,3,14 ,14,26
3829,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4609,2,1985,Male,2,7 ,7,26
3830,8 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5324,2,1992,Female,2,8 ,8,27
3831,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5325,2,1988,Male,2,8 ,8,26
3832,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,2502,1,1984,Male,1,5 ,5,27
3833,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5281,1,1968,Male,1,7 ,7,27
3834,7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5441,1,1975,Male,1,7 ,7,27
3835,2 minutes,22,Howard St at Beale St,20,Mechanics Monument Plaza (Market St at Bush St),2795,2,1985,Male,2,2 ,2,27
3836,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4980,2,1992,Female,2,5 ,5,27
3837,6 minutes,22,Howard St at Beale St,9,Broadway at Battery St,3336,3,1988,Male,3,6 ,6,27
3838,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4728,1,1965,Male,1,8 ,8,26
3839,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,3660,2,1994,Male,2,5 ,5,27
3840,11 minutes,81,Berry St at 4th St,9,Broadway at Battery St,4757,3,1990,Male,3,11 ,11,27
3841,8 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,1188,1,1995,Male,1,8 ,8,27
3842,5 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,3510,2,1956,Male,2,5 ,5,27
3843,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,3048,2,1974,Male,2,8 ,8,27
3844,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5396,2,1986,Female,2,4 ,4,26
3845,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4629,1,1988,Male,1,10 ,10,27
3846,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5549,1,1980,Male,1,11 ,11,27
3847,12 minutes,16,Steuart St at Market St,126,Esprit Park,2807,1,1982,Male,1,12 ,12,27
3848,6 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5377,1,1988,Male,1,6 ,6,27
3849,18 minutes,22,Howard St at Beale St,101,15th St at Potrero Ave,1896,2,1977,Male,2,18 ,18,26
3850,17 minutes,16,Steuart St at Market St,104,4th St at 16th St,3062,1,1980,Female,1,17 ,17,27
3851,7 minutes,5,Powell St BART Station (Market St at 5th St),13,Commercial St at Montgomery St,985,1,1983,Male,1,7 ,7,27
3852,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,4813,2,1994,Male,2,5 ,5,26
3853,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,1154,1,1968,Male,1,14 ,14,27
3854,1 minutes,22,Howard St at Beale St,27,Beale St at Harrison St,1877,1,1982,Male,1,1 ,1,27
3855,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1473,3,1985,Male,3,12 ,12,27
3856,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,1044,2,1985,Male,2,12 ,12,27
3857,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,5345,3,1983,Male,3,9 ,9,27
3858,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5281,2,1985,Male,2,9 ,9,27
3859,6 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2293,2,1963,Male,2,6 ,6,27
3860,10 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,5534,1,1992,Male,1,10 ,10,26
3861,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),1188,2,1992,Male,2,7 ,7,27
3862,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5219,2,1967,Male,2,7 ,7,27
3863,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),126,Esprit Park,4624,3,1985,Male,3,16 ,16,27
3864,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,183,2,1995,Female,2,5 ,5,27
3865,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5533,2,1984,Female,2,7 ,7,27
3866,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5294,2,1990,Male,2,6 ,6,27
3867,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5353,2,1980,Male,2,7 ,7,27
3868,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,1423,2,1992,Female,2,2 ,2,27
3869,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,1684,2,1984,Male,2,1 ,1,27
3870,14 minutes,81,Berry St at 4th St,14,Clay St at Battery St,1626,1,1945,Male,1,14 ,14,27
3871,8 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,3390,3,1974,Female,3,8 ,8,26
3872,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),36,Folsom St at 3rd St,5528,2,1974,Male,2,7 ,7,27
3873,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,1217,1,1956,Male,1,13 ,13,27
3874,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5329,2,1992,Male,2,12 ,12,27
3875,5 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4940,1,1988,Male,1,5 ,5,27
3876,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,4964,1,1980,Female,1,4 ,4,26
3877,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,4816,2,1968,Male,2,6 ,6,27
3878,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1191,2,1988,Male,2,10 ,10,27
3879,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5332,2,1963,Male,2,9 ,9,27
3880,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1566,1,1964,Male,1,10 ,10,27
3881,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,4554,1,1972,Male,1,4 ,4,26
3882,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,1003,2,1964,Female,2,7 ,7,26
3883,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),14,Clay St at Battery St,5427,1,1993,Male,1,4 ,4,26
3884,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5377,2,1963,Female,2,4 ,4,27
3885,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,5141,1,1987,Male,1,8 ,8,26
3886,19 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,5055,1,1986,Female,1,19 ,19,26
3887,4 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,4936,1,1994,Male,1,4 ,4,27
3888,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,5304,2,1959,Other,2,8 ,8,27
3889,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,4557,2,1982,Male,2,6 ,6,26
3890,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5314,2,1984,Female,2,5 ,5,26
3891,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5464,2,1981,Male,2,3 ,3,26
3892,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2864,3,1993,Male,3,3 ,3,27
3893,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5319,3,1985,Male,3,9 ,9,27
3894,9 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,491,3,1988,Male,3,9 ,9,26
3895,32 minutes,81,Berry St at 4th St,223,16th St Mission BART Station 2,4729,1,1978,Male,1,32 ,32,27
3896,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5422,1,1990,Female,1,11 ,11,26
3897,6 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1116,3,1987,Male,3,6 ,6,26
3898,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1024,3,1965,Male,3,6 ,6,27
3899,9 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,341,2,1954,Male,2,9 ,9,27
3900,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,322,3,1964,Male,3,12 ,12,26
3901,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,3434,3,1972,Female,3,14 ,14,27
3902,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,97,1,1989,Female,1,7 ,7,27
3903,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1896,3,1978,Male,3,6 ,6,26
3904,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),100,Bryant St at 15th St,5468,2,1988,Female,2,7 ,7,26
3905,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5319,2,1995,Male,2,6 ,6,27
3906,14 minutes,81,Berry St at 4th St,42,San Francisco City Hall (Polk St at Grove St),5487,1,1981,Male,1,14 ,14,26
3907,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,172,1,1984,Male,1,5 ,5,26
3908,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,2188,3,1982,Male,3,3 ,3,27
3909,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,5327,2,1970,Female,2,11 ,11,27
3910,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5464,2,1980,Male,2,4 ,4,27
3911,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),114,Rhode Island St at 17th St,5281,3,1960,Male,3,5 ,5,27
3912,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4624,2,1991,Female,2,9 ,9,26
3913,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4816,3,1992,Male,3,9 ,9,27
3914,9 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,3594,1,1975,Male,1,9 ,9,27
3915,7 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,1896,3,1964,Male,3,7 ,7,26
3916,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4977,3,1995,Male,3,2 ,2,26
3917,10 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4728,2,1982,Male,2,10 ,10,27
3918,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,5444,3,1979,Female,3,1 ,1,27
3919,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5427,2,1988,Male,2,4 ,4,27
3920,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5055,2,1978,Male,2,7 ,7,27
3921,10 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,5389,3,1968,Female,3,10 ,10,26
3922,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4993,3,1992,Male,3,9 ,9,26
3923,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,3579,2,1975,Male,2,10 ,10,26
3924,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),104,4th St at 16th St,5425,1,1992,Male,1,12 ,12,27
3925,19 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5219,3,1986,Male,3,19 ,19,27
3926,7 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),4629,2,1981,Male,2,7 ,7,27
3927,10 minutes,5,Powell St BART Station (Market St at 5th St),336,Potrero Ave and Mariposa St,5454,1,1986,Other,1,10 ,10,27
3928,5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5533,2,1982,Female,2,5 ,5,26
3929,52 minutes,3,Powell St BART Station (Market St at 4th St),370,Jones St at Post St,4772,2,1985,Male,2,52 ,52,26
3930,4 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5141,1,1995,Male,1,4 ,4,26
3931,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),2548,3,1988,Female,3,12 ,12,27
3932,18 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,5436,2,1968,Male,2,18 ,18,27
3933,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1914,1,1987,Male,1,4 ,4,27
3934,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5409,3,1993,Male,3,7 ,7,27
3935,4 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5219,1,1990,Female,1,4 ,4,27
3936,11 minutes,22,Howard St at Beale St,78,Folsom St at 9th St,317,1,1992,Male,1,11 ,11,27
3937,10 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,2434,2,1999,Female,2,10 ,10,26
3938,10 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,4772,2,1998,Female,2,10 ,10,27
3939,10 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,3732,2,1999,Male,2,10 ,10,27
3940,10 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,4977,2,1999,Female,2,10 ,10,26
3941,17 minutes,16,Steuart St at Market St,74,Laguna St at Hayes St,4606,2,1997,Male,2,17 ,17,26
3942,8 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,757,2,1999,Male,2,8 ,8,27
3943,12 minutes,16,Steuart St at Market St,66,3rd St at Townsend St,4629,1,1978,Male,1,12 ,12,27
3944,4 minutes,5,Powell St BART Station (Market St at 5th St),61,Howard St at 8th St,5152,3,1999,Male,3,4 ,4,27
3945,5 minutes,5,Powell St BART Station (Market St at 5th St),59,S Van Ness Ave at Market St,5487,1,1982,Male,1,5 ,5,27
3946,25 minutes,5,Powell St BART Station (Market St at 5th St),146,30th St at San Jose Ave,5305,2,1998,Male,2,25 ,25,26
3947,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3679,1,1997,Male,1,8 ,8,27
3948,8 minutes,81,Berry St at 4th St,116,Mississippi St at 17th St,530,2,1990,Male,2,8 ,8,27
3949,4 minutes,5,Powell St BART Station (Market St at 5th St),368,Myrtle St at Polk St,4597,2,1990,Male,2,4 ,4,26
